Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
2019-05-02,65.75,65.75,0.0,72.94999694824219,45.0,46.0,0.0,23119000
2019-05-03,66.79000091552734,66.79000091552734,0.0,74.0,65.66000366210938,72.0,0.0,13139400
2019-05-06,74.79000091552734,74.79000091552734,0.0,74.83999633789062,62.5,62.72999954223633,0.0,8746200
2019-05-07,79.16999816894531,79.16999816894531,0.0,85.44999694824219,75.0,77.13999938964844,0.0,16532100
2019-05-08,72.25,72.25,0.0,85.37999725341797,70.78500366210938,83.61000061035156,0.0,14711800
2019-05-09,68.2699966430664,68.2699966430664,0.0,73.19999694824219,67.0999984741211,70.5,0.0,6284500
2019-05-10,66.22000122070312,66.22000122070312,0.0,69.33200073242188,61.599998474121094,69.08999633789062,0.0,4888000
2019-05-13,69.5,69.5,0.0,71.95999908447266,63.36000061035156,65.45999908447266,0.0,4784500
2019-05-14,79.68000030517578,79.68000030517578,0.0,80.75,71.12000274658203,72.4800033569336,0.0,7079600
2019-05-15,86.91999816894531,86.91999816894531,0.0,93.0,74.55000305175781,79.0,0.0,18356200
2019-05-16,92.91999816894531,92.91999816894531,0.0,96.78500366210938,89.51000213623047,90.0999984741211,0.0,13900300
2019-05-17,89.3499984741211,89.3499984741211,0.0,96.68000030517578,85.70999908447266,92.45999908447266,0.0,10724100
2019-05-20,86.08999633789062,86.08999633789062,0.0,90.95999908447266,83.12999725341797,88.9000015258789,0.0,5189700
2019-05-21,77.5,77.5,0.0,88.75,76.76000213623047,88.02999877929688,0.0,9065100
2019-05-22,77.62999725341797,77.62999725341797,0.0,81.73999786376953,77.0,77.37999725341797,0.0,3898400
2019-05-23,82.0999984741211,82.0999984741211,0.0,83.80000305175781,78.12300109863281,79.4000015258789,0.0,4331300
2019-05-24,79.66999816894531,79.66999816894531,0.0,85.5,79.51000213623047,83.91999816894531,0.0,2909500
2019-05-28,86.0,86.0,0.0,88.83000183105469,83.69999694824219,83.9800033569336,0.0,6604000
2019-05-29,97.5,97.5,0.0,97.6500015258789,87.31999969482422,90.05000305175781,0.0,8372000
2019-05-30,98.58999633789062,98.58999633789062,0.0,105.25,94.02999877929688,101.89700317382812,0.0,12359800
2019-05-31,104.12000274658203,104.12000274658203,0.0,104.55000305175781,97.26000213623047,100.0,0.0,7733900
2019-06-03,96.16000366210938,96.16000366210938,0.0,108.66999816894531,95.66200256347656,104.13999938964844,0.0,8027700
2019-06-04,103.41000366210938,103.41000366210938,0.0,103.5,97.81999969482422,101.25,0.0,5484900
2019-06-05,102.5999984741211,102.5999984741211,0.0,105.5,99.63999938964844,105.5,0.0,4283500
2019-06-06,99.5,99.5,0.0,102.25,98.8499984741211,102.0,0.0,6484000
2019-06-07,138.64999389648438,138.64999389648438,0.0,149.4600067138672,120.76000213623047,130.0,0.0,23916700
2019-06-10,168.10000610351562,168.10000610351562,0.0,186.42999267578125,147.0,155.6999969482422,0.0,24986000
2019-06-11,126.04000091552734,126.04000091552734,0.0,150.0,125.2300033569336,145.25,0.0,15516000
2019-06-12,141.97000122070312,141.97000122070312,0.0,150.4499969482422,131.56300354003906,133.99000549316406,0.0,16918600
2019-06-13,141.38999938964844,141.38999938964844,0.0,146.4499969482422,134.25,141.52000427246094,0.0,9474600
2019-06-14,151.47999572753906,151.47999572753906,0.0,157.89999389648438,141.8000030517578,142.00999450683594,0.0,14964600
2019-06-17,169.9600067138672,169.9600067138672,0.0,171.19000244140625,160.61099243164062,163.17999267578125,0.0,14626700
2019-06-18,169.88999938964844,169.88999938964844,0.0,201.8800048828125,160.6999969482422,200.0,0.0,23966900
2019-06-19,169.27999877929688,169.27999877929688,0.0,174.4499969482422,162.25,171.3699951171875,0.0,9452000
2019-06-20,165.1699981689453,165.1699981689453,0.0,174.0,163.3000030517578,173.0,0.0,6660500
2019-06-21,154.1300048828125,154.1300048828125,0.0,161.7899932861328,150.0,153.5399932861328,0.0,7474600
2019-06-24,140.99000549316406,140.99000549316406,0.0,152.6999969482422,138.0,151.8800048828125,0.0,6538500
2019-06-25,150.60000610351562,150.60000610351562,0.0,150.69000244140625,138.34300231933594,138.5,0.0,6632500
2019-06-26,160.47999572753906,160.47999572753906,0.0,162.25,153.02000427246094,160.10000610351562,0.0,6378600
2019-06-27,162.91000366210938,162.91000366210938,0.0,164.7899932861328,155.4499969482422,157.30999755859375,0.0,5731400
2019-06-28,160.67999267578125,160.67999267578125,0.0,168.8000030517578,159.5500030517578,165.3000030517578,0.0,7315300
2019-07-01,152.5800018310547,152.5800018310547,0.0,162.4499969482422,152.0,161.49000549316406,0.0,4438900
2019-07-02,149.7100067138672,149.7100067138672,0.0,153.6999969482422,147.02000427246094,153.0,0.0,3267500
2019-07-03,151.5,151.5,0.0,154.0,148.6999969482422,151.0,0.0,2261000
2019-07-05,152.6300048828125,152.6300048828125,0.0,153.7899932861328,148.05599975585938,150.0,0.0,2040300
2019-07-08,156.6699981689453,156.6699981689453,0.0,158.92999267578125,152.0,152.49000549316406,0.0,3615500
2019-07-09,157.82000732421875,157.82000732421875,0.0,159.58999633789062,154.50999450683594,158.72999572753906,0.0,2607700
2019-07-10,163.50999450683594,163.50999450683594,0.0,163.8800048828125,158.0,159.47999572753906,0.0,3982900
2019-07-11,174.1999969482422,174.1999969482422,0.0,174.24000549316406,163.5500030517578,165.0,0.0,5469500
2019-07-12,166.80999755859375,166.80999755859375,0.0,172.39999389648438,164.75,172.3699951171875,0.0,4659900
2019-07-15,166.52999877929688,166.52999877929688,0.0,170.6999969482422,166.0,168.16000366210938,0.0,2652900
2019-07-16,172.58999633789062,172.58999633789062,0.0,174.67300415039062,167.00999450683594,168.4499969482422,0.0,3969100
2019-07-17,169.63999938964844,169.63999938964844,0.0,173.42999267578125,168.1060028076172,173.0800018310547,0.0,2437300
2019-07-18,170.33999633789062,170.33999633789062,0.0,172.4499969482422,167.80999755859375,169.39999389648438,0.0,1692300
2019-07-19,176.7899932861328,176.7899932861328,0.0,178.5500030517578,170.77000427246094,172.0,0.0,4256200
2019-07-22,194.1999969482422,194.1999969482422,0.0,200.8000030517578,177.75999450683594,178.5,0.0,11395400
