Date,ticker,source,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,adj_factor,adj_open,adj_close
2023-05-23,LAES,yfinance,28.450000762939453,28.5,10.859000205993652,10.859000205993652,10.859000205993652,24200,0.0,0.0,1.0,28.450000762939453,10.859000205993652
2023-05-24,LAES,yfinance,17.81999969482422,26.0,12.640000343322754,21.96999931335449,21.96999931335449,194900,0.0,0.0,1.0,17.81999969482422,21.96999931335449
2023-05-25,LAES,yfinance,18.6200008392334,22.48500061035156,13.460000038146973,14.491999626159668,14.491999626159668,91700,0.0,0.0,1.0,18.6200008392334,14.491999626159668
2023-05-26,LAES,yfinance,14.579999923706056,16.59000015258789,14.390000343322754,14.730999946594238,14.730999946594238,26500,0.0,0.0,1.0,14.579999923706056,14.730999946594238
2023-05-30,LAES,yfinance,14.859999656677246,15.949999809265137,13.104000091552734,14.835000038146973,14.835000038146973,47600,0.0,0.0,1.0,14.859999656677246,14.835000038146973
2023-05-31,LAES,yfinance,13.09000015258789,13.329999923706056,10.789999961853027,12.0,12.0,39500,0.0,0.0,1.0,13.09000015258789,12.0
2023-06-01,LAES,yfinance,12.010000228881836,16.5,11.260000228881836,12.18000030517578,12.18000030517578,69400,0.0,0.0,1.0,12.010000228881836,12.18000030517578
2023-06-02,LAES,yfinance,11.640000343322754,14.0,11.640000343322754,12.329999923706056,12.329999923706056,15600,0.0,0.0,1.0,11.640000343322754,12.329999923706056
2023-06-05,LAES,yfinance,12.5,15.0,10.050000190734863,10.800000190734863,10.800000190734863,75000,0.0,0.0,1.0,12.5,10.800000190734863
2023-06-06,LAES,yfinance,11.0,11.609999656677246,9.899999618530272,10.399999618530272,10.399999618530272,28700,0.0,0.0,1.0,11.0,10.399999618530272
2023-06-07,LAES,yfinance,10.399999618530272,11.350000381469728,9.949999809265137,9.949999809265137,9.949999809265137,26200,0.0,0.0,1.0,10.399999618530272,9.949999809265137
2023-06-08,LAES,yfinance,10.229999542236328,10.470000267028809,9.399999618530272,9.93000030517578,9.93000030517578,26400,0.0,0.0,1.0,10.229999542236328,9.93000030517578
2023-06-09,LAES,yfinance,9.970000267028809,9.970000267028809,9.25,9.920000076293944,9.920000076293944,10900,0.0,0.0,1.0,9.970000267028809,9.920000076293944
2023-06-12,LAES,yfinance,9.59000015258789,10.399999618530272,9.520000457763672,9.800000190734863,9.800000190734863,23200,0.0,0.0,1.0,9.59000015258789,9.800000190734863
2023-06-13,LAES,yfinance,10.149999618530272,11.239999771118164,9.600000381469728,10.449999809265137,10.449999809265137,19200,0.0,0.0,1.0,10.149999618530272,10.449999809265137
2023-06-14,LAES,yfinance,11.050000190734863,26.420000076293945,10.84000015258789,17.729999542236328,17.729999542236328,2199600,0.0,0.0,1.0,11.050000190734863,17.729999542236328
2023-06-15,LAES,yfinance,17.059999465942383,19.93000030517578,15.100000381469728,16.389999389648438,16.389999389648438,159500,0.0,0.0,1.0,17.059999465942383,16.389999389648438
2023-06-16,LAES,yfinance,18.43000030517578,18.743000030517575,16.100000381469727,17.75,17.75,95000,0.0,0.0,1.0,18.43000030517578,17.75
2023-06-20,LAES,yfinance,18.81999969482422,19.25,16.81999969482422,16.81999969482422,16.81999969482422,144000,0.0,0.0,1.0,18.81999969482422,16.81999969482422
2023-06-21,LAES,yfinance,16.0,16.940000534057617,14.826000213623049,15.649999618530272,15.649999618530272,67800,0.0,0.0,1.0,16.0,15.649999618530272
2023-06-22,LAES,yfinance,16.0,17.799999237060547,15.3100004196167,16.829999923706055,16.829999923706055,41200,0.0,0.0,1.0,16.0,16.829999923706055
2023-06-23,LAES,yfinance,16.690000534057617,17.399999618530273,15.81999969482422,16.049999237060547,16.049999237060547,22400,0.0,0.0,1.0,16.690000534057617,16.049999237060547
2023-06-26,LAES,yfinance,15.210000038146973,16.0,13.597000122070312,14.729999542236328,14.729999542236328,32800,0.0,0.0,1.0,15.210000038146973,14.729999542236328
2023-06-27,LAES,yfinance,15.6899995803833,16.799999237060547,15.510000228881836,15.520000457763672,15.520000457763672,15300,0.0,0.0,1.0,15.6899995803833,15.520000457763672
2023-06-28,LAES,yfinance,15.260000228881836,16.420000076293945,15.020000457763672,15.649999618530272,15.649999618530272,12000,0.0,0.0,1.0,15.260000228881836,15.649999618530272
2023-06-29,LAES,yfinance,15.600000381469728,15.649999618530272,14.699999809265137,15.229999542236328,15.229999542236328,12300,0.0,0.0,1.0,15.600000381469728,15.229999542236328
2023-06-30,LAES,yfinance,15.020000457763672,15.449999809265137,14.75,14.920000076293944,14.920000076293944,5200,0.0,0.0,1.0,15.020000457763672,14.920000076293944
2023-07-03,LAES,yfinance,14.899999618530272,15.204999923706056,14.43000030517578,14.649999618530272,14.649999618530272,7900,0.0,0.0,1.0,14.899999618530272,14.649999618530272
2023-07-05,LAES,yfinance,15.100000381469728,15.25,13.800000190734863,14.100000381469728,14.100000381469728,20000,0.0,0.0,1.0,15.100000381469728,14.100000381469728
2023-07-06,LAES,yfinance,13.59000015258789,14.399999618530272,11.149999618530272,12.1899995803833,12.1899995803833,22900,0.0,0.0,1.0,13.59000015258789,12.1899995803833
2023-07-07,LAES,yfinance,12.0,13.670000076293944,12.0,12.170000076293944,12.170000076293944,14000,0.0,0.0,1.0,12.0,12.170000076293944
2023-07-10,LAES,yfinance,12.079999923706056,12.574999809265137,11.520000457763672,12.119999885559082,12.119999885559082,8300,0.0,0.0,1.0,12.079999923706056,12.119999885559082
2023-07-11,LAES,yfinance,12.25,12.25,11.199999809265137,11.420000076293944,11.420000076293944,12700,0.0,0.0,1.0,12.25,11.420000076293944
2023-07-12,LAES,yfinance,11.5,12.260000228881836,10.5,11.220000267028809,11.220000267028809,67600,0.0,0.0,1.0,11.5,11.220000267028809
2023-07-13,LAES,yfinance,11.199999809265137,12.460000038146973,10.06999969482422,11.510000228881836,11.510000228881836,66700,0.0,0.0,1.0,11.199999809265137,11.510000228881836
2023-07-14,LAES,yfinance,11.5,11.989999771118164,10.65999984741211,11.119999885559082,11.119999885559082,19000,0.0,0.0,1.0,11.5,11.119999885559082
2023-07-17,LAES,yfinance,12.0,12.380000114440918,11.0,11.100000381469728,11.100000381469728,14800,0.0,0.0,1.0,12.0,11.100000381469728
2023-07-18,LAES,yfinance,11.329999923706056,12.0,11.119999885559082,11.5,11.5,8300,0.0,0.0,1.0,11.329999923706056,11.5
2023-07-19,LAES,yfinance,11.25,12.899999618530272,11.25,12.149999618530272,12.149999618530272,17000,0.0,0.0,1.0,11.25,12.149999618530272
2023-07-20,LAES,yfinance,11.68000030517578,12.699999809265137,11.68000030517578,12.199999809265137,12.199999809265137,8000,0.0,0.0,1.0,11.68000030517578,12.199999809265137
2023-07-21,LAES,yfinance,12.399999618530272,12.920000076293944,11.279999732971191,12.300000190734863,12.300000190734863,19100,0.0,0.0,1.0,12.399999618530272,12.300000190734863
2023-07-24,LAES,yfinance,12.119999885559082,12.630000114440918,10.800000190734863,11.5,11.5,37900,0.0,0.0,1.0,12.119999885559082,11.5
2023-07-25,LAES,yfinance,11.109999656677246,12.43000030517578,10.109999656677246,10.300000190734863,10.300000190734863,23600,0.0,0.0,1.0,11.109999656677246,10.300000190734863
2023-07-26,LAES,yfinance,9.739999771118164,11.100000381469728,9.739999771118164,10.59000015258789,10.59000015258789,49200,0.0,0.0,1.0,9.739999771118164,10.59000015258789
2023-07-27,LAES,yfinance,10.68000030517578,11.404000282287598,10.093999862670898,10.399999618530272,10.399999618530272,11900,0.0,0.0,1.0,10.68000030517578,10.399999618530272
2023-07-28,LAES,yfinance,10.55500030517578,10.699999809265137,10.131999969482422,10.276000022888184,10.276000022888184,5600,0.0,0.0,1.0,10.55500030517578,10.276000022888184
2023-07-31,LAES,yfinance,10.100000381469728,11.170000076293944,10.100000381469728,11.130000114440918,11.130000114440918,12800,0.0,0.0,1.0,10.100000381469728,11.130000114440918
2023-08-01,LAES,yfinance,10.850000381469728,10.975000381469728,10.475000381469728,10.84000015258789,10.84000015258789,8500,0.0,0.0,1.0,10.850000381469728,10.84000015258789
2023-08-02,LAES,yfinance,10.920000076293944,12.199999809265137,10.5,12.0,12.0,16000,0.0,0.0,1.0,10.920000076293944,12.0
2023-08-03,LAES,yfinance,11.262999534606934,11.800000190734863,11.262999534606934,11.649999618530272,11.649999618530272,3800,0.0,0.0,1.0,11.262999534606934,11.649999618530272
2023-08-04,LAES,yfinance,11.649999618530272,11.649999618530272,11.029999732971191,11.0600004196167,11.0600004196167,9500,0.0,0.0,1.0,11.649999618530272,11.0600004196167
2023-08-07,LAES,yfinance,11.1899995803833,11.25,10.760000228881836,10.760000228881836,10.760000228881836,2800,0.0,0.0,1.0,11.1899995803833,10.760000228881836
