Date,ticker,source,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,adj_factor,adj_open,adj_close
1994-04-05,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,1238,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-06,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,1238,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-07,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-08,WULF,yfinance,1.3131309747695925,1.3131309747695925,1.3131309747695925,1.3131309747695925,0.996436893939972,1733,0.0,0.0,0.7588252147618489,0.996436893939972,0.996436893939972
1994-04-11,WULF,yfinance,1.3131309747695925,1.3131309747695925,1.3131309747695925,1.3131309747695925,0.996436893939972,0,0.0,0.0,0.7588252147618489,0.996436893939972,0.996436893939972
1994-04-12,WULF,yfinance,1.3131309747695925,1.3131309747695925,1.3131309747695925,1.3131309747695925,0.996436893939972,0,0.0,0.0,0.7588252147618489,0.996436893939972,0.996436893939972
1994-04-13,WULF,yfinance,1.3131309747695925,1.3131309747695925,1.3131309747695925,1.3131309747695925,0.996436893939972,0,0.0,0.0,0.7588252147618489,0.996436893939972,0.996436893939972
1994-04-14,WULF,yfinance,1.111111044883728,1.2121210098266602,1.111111044883728,1.2121210098266602,0.9197880625724792,24503,0.0,0.0,0.7588252782649266,0.8431391478171283,0.9197880625724792
1994-04-15,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-18,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-19,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-20,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-21,WULF,yfinance,1.2121210098266602,1.2121210098266602,1.2121210098266602,1.2121210098266602,0.9197880625724792,0,0.0,0.0,0.7588252782649266,0.9197880625724792,0.9197880625724792
1994-04-22,WULF,yfinance,1.111111044883728,1.111111044883728,1.111111044883728,1.111111044883728,0.843139111995697,9405,0.0,0.0,0.7588252460256365,0.8431391119956969,0.8431391119956969
1994-04-25,WULF,yfinance,1.111111044883728,1.111111044883728,1.111111044883728,1.111111044883728,0.843139111995697,0,0.0,0.0,0.7588252460256365,0.8431391119956969,0.8431391119956969
1994-04-26,WULF,yfinance,1.111111044883728,1.111111044883728,1.111111044883728,1.111111044883728,0.843139111995697,0,0.0,0.0,0.7588252460256365,0.8431391119956969,0.8431391119956969
1994-04-28,WULF,yfinance,1.111111044883728,1.111111044883728,1.111111044883728,1.111111044883728,0.843139111995697,0,0.0,0.0,0.7588252460256365,0.8431391119956969,0.8431391119956969
1994-04-29,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,10643,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-02,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-03,WULF,yfinance,1.111111044883728,1.161615967750549,1.111111044883728,1.161615967750549,0.8814634680747986,24750,0.0,0.0,0.7588251991591839,0.8431390599218639,0.8814634680747986
1994-05-04,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-05,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-06,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-09,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-10,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-11,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-12,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
1994-05-13,WULF,yfinance,1.161615967750549,1.161615967750549,1.161615967750549,1.161615967750549,0.8814634680747986,0,0.0,0.0,0.7588251991591839,0.8814634680747986,0.8814634680747986
