ticker,mode,source,company_name,sector,days_tested,first_date,last_date,overnight_mean,overnight_median,overnight_std,overnight_win_rate,overnight_skew,overnight_kurtosis,overnight_t_stat,overnight_p_value,intraday_mean,intraday_median,intraday_std,intraday_win_rate,intraday_skew,intraday_kurtosis,intraday_t_stat,intraday_p_value,overnight_edge,median_edge,cumulative_overnight,cumulative_intraday,cumulative_buy_hold,overnight_share_of_total_return,intraday_share_of_total_return,max_drawdown_overnight_curve,max_drawdown_intraday_curve,rolling_3m_edge_mean,rolling_3m_pass_rate,rolling_6m_edge_mean,rolling_6m_pass_rate,rolling_12m_edge_mean,rolling_12m_pass_rate,top_5_overnight_gap_contribution,top_10_overnight_gap_contribution,top_20_overnight_gap_contribution,edge_after_cost_5bps,edge_after_cost_10bps,edge_after_cost_25bps,edge_after_cost_50bps,market_cap,current_price,avg_volume_60d,avg_dollar_volume_60d,raw_rows,clean_rows,duplicate_dates_removed,invalid_rows_removed,missing_open_close_ratio,adjustment_available,corporate_action_sensitive,sec_status,sec_recent_risk_count_180d,sec_recent_risk_count_365d,cik,sec_forms_checked,overnight_theme_score,rating
MVIS,raw_ohlc,yfinance,"MicroVision, Inc.",Technology,7490,1996-08-28,2026-06-05,0.004791630100524893,0.0,0.03180804731662007,0.4991989319092123,5.0866319313081885,175.5364834893354,13.037285752315318,1.963400129975453e-38,-0.003512409798714426,-0.006666660308837946,0.05443110756259726,0.40360480640854474,2.4714043096371174,34.16268540898281,-5.5846880270345896,2.4232214847413676e-08,0.00830403989923932,0.006666660308837946,99617171025902.6,-0.9999999999999999,-0.9907142860548837,-6.888317882272717,7.888317882272717,-0.7655947901149149,-0.9999999999999999,0.00835739461165376,0.8352180936995154,0.01353252061390823,0.8848608282416837,0.013585406156827871,0.9294101395220334,0.033307871502855545,0.04771336393088259,0.07067164742482417,0.007804039899239319,0.007304039899239319,0.005804039899239319,0.0033040398992393192,129495776,0.3899999856948852,6060756.666666667,3636535.5516344807,7491,7491,0,0,0.0,True,False,checked,9,11,65770,24,66.6081,B
MVIS,split_adjusted_ohlc,yfinance,"MicroVision, Inc.",Technology,7490,1996-08-28,2026-06-05,0.004791630100524893,0.0,0.03180804731662007,0.4991989319092123,5.0866319313081885,175.5364834893354,13.037285752315318,1.963400129975453e-38,-0.003512409798714426,-0.006666660308837946,0.05443110756259726,0.40360480640854474,2.4714043096371174,34.16268540898281,-5.5846880270345896,2.4232214847413676e-08,0.00830403989923932,0.006666660308837946,99617171025902.6,-0.9999999999999999,-0.9907142860548837,-6.888317882272717,7.888317882272717,-0.7655947901149149,-0.9999999999999999,0.00835739461165376,0.8352180936995154,0.01353252061390823,0.8848608282416837,0.013585406156827871,0.9294101395220334,0.033307871502855545,0.04771336393088259,0.07067164742482417,0.007804039899239319,0.007304039899239319,0.005804039899239319,0.0033040398992393192,129495776,0.3899999856948852,6060756.666666667,3636535.5516344807,7491,7491,0,0,0.0,True,False,checked,9,11,65770,24,66.6081,B
NOTV,raw_ohlc,yfinance,"Inotiv, Inc.",Healthcare,7174,1997-11-26,2026-06-05,0.0020930311307111172,0.0,0.041102366219743745,0.40786172288820743,3.1104169328368507,50.885778303514755,4.313100219582417,1.6313831851227777e-05,-0.0003738197586480461,0.0,0.05460671334198526,0.3873710621689434,1.6177953327363144,29.99717277578985,-0.5798249521635956,0.562050879964176,0.002466850889359163,0.0,10715.370838035695,-0.999998077141867,-0.979393939177195,-2.390294026321114,3.390294026321114,-0.9962439650622491,-0.9999992827629212,-0.008378819936848286,0.5475253093363329,0.011704413398153451,0.5497233650163144,0.012900522581500486,0.5590062111801242,0.03533693515411079,0.05426236213585755,0.08400325228836238,0.001966850889359163,0.0014668508893591631,-3.314911064083688e-05,-0.002533149110640837,5794921,0.1700000017881393,19060633.333333332,3307345.4139637067,7175,7175,0,0,0.0,True,False,checked,6,9,720154,21,14.9337,D
NOTV,split_adjusted_ohlc,yfinance,"Inotiv, Inc.",Healthcare,7174,1997-11-26,2026-06-05,0.0020930311307111172,0.0,0.041102366219743745,0.40786172288820743,3.1104169328368507,50.885778303514755,4.313100219582417,1.6313831851227777e-05,-0.0003738197586480461,0.0,0.05460671334198526,0.3873710621689434,1.6177953327363144,29.99717277578985,-0.5798249521635956,0.562050879964176,0.002466850889359163,0.0,10715.370838035695,-0.999998077141867,-0.979393939177195,-2.390294026321114,3.390294026321114,-0.9962439650622491,-0.9999992827629212,-0.008378819936848286,0.5475253093363329,0.011704413398153451,0.5497233650163144,0.012900522581500486,0.5590062111801242,0.03533693515411079,0.05426236213585755,0.08400325228836238,0.001966850889359163,0.0014668508893591631,-3.314911064083688e-05,-0.002533149110640837,5794921,0.1700000017881393,19060633.333333332,3307345.4139637067,7175,7175,0,0,0.0,True,False,checked,6,9,720154,21,14.9337,D
OPEN,raw_ohlc,yfinance,Opendoor Technologies Inc.,Real Estate,1498,2020-06-19,2026-06-05,0.0033067479711525447,0.002169306867322307,0.034398070521178575,0.520694259012016,1.3019280423742756,15.210220337412487,3.720685141353033,0.00020602912505029994,-0.0016396371933575472,-0.005828648986772433,0.05860033936612868,0.4459279038718291,0.879248117014687,4.313437525922578,-1.0829378592674834,0.27901040186633386,0.004946385164510092,0.00799795585409474,58.31684437679221,-0.9931030088840629,-0.5908922513078392,-4.5681357077541,5.5681357077541,-0.5702801738203191,-0.996185389256911,0.0014067145444080207,0.7193593314763231,0.004689197500972066,0.8244719592134013,0.001795510152007529,0.9438652766639936,0.06680842718805817,0.11377293139541463,0.18133428532140486,0.004446385164510092,0.003946385164510092,0.0024463851645100923,-5.361483548990773e-05,4264135936,4.420000076293945,36484055.0,181820517.50529447,1499,1499,0,0,0.0,True,False,checked,7,15,1801169,26,69.8928,B
OPEN,split_adjusted_ohlc,yfinance,Opendoor Technologies Inc.,Real Estate,1498,2020-06-19,2026-06-05,0.0033067479711525447,0.002169306867322307,0.034398070521178575,0.520694259012016,1.3019280423742756,15.210220337412487,3.720685141353033,0.00020602912505029994,-0.0016396371933575472,-0.005828648986772433,0.05860033936612868,0.4459279038718291,0.879248117014687,4.313437525922578,-1.0829378592674834,0.27901040186633386,0.004946385164510092,0.00799795585409474,58.31684437679221,-0.9931030088840629,-0.5908922513078392,-4.5681357077541,5.5681357077541,-0.5702801738203191,-0.996185389256911,0.0014067145444080207,0.7193593314763231,0.004689197500972066,0.8244719592134013,0.001795510152007529,0.9438652766639936,0.06680842718805817,0.11377293139541463,0.18133428532140486,0.004446385164510092,0.003946385164510092,0.0024463851645100923,-5.361483548990773e-05,4264135936,4.420000076293945,36484055.0,181820517.50529447,1499,1499,0,0,0.0,True,False,checked,7,15,1801169,26,69.8928,B
PLUG,raw_ohlc,yfinance,Plug Power Inc.,Industrials,6689,1999-11-01,2026-06-05,0.004835598712174907,0.0009407193908772538,0.03264202054350424,0.5021677380774405,4.772712206668992,114.51616654454816,12.115848033986135,1.946685293565653e-33,-0.0035576414511446063,-0.005681812794001595,0.05227359538707361,0.40499327253700107,1.3602344321698414,22.397847191573845,-5.566220450086114,2.7042102816332434e-08,0.008393240163319514,0.006622532184878849,3740760698032.4404,-0.9999999999999947,-0.9798749998211862,-7.412147597767207,8.412147597767207,-0.7015672610327848,-0.9999999999999981,-0.005311765032164038,0.8495548513656255,-0.001889880160660401,0.9180377818403412,0.0023584570011029884,0.9712643678160919,0.03610736970675217,0.050756136934313134,0.07406003643560313,0.007893240163319513,0.007393240163319514,0.005893240163319513,0.003393240163319514,4485147136,3.220000028610229,78339443.33333333,245349333.59265327,6690,6690,0,0,0.0,True,False,checked,6,8,1093691,38,76.7865,B
PLUG,split_adjusted_ohlc,yfinance,Plug Power Inc.,Industrials,6689,1999-11-01,2026-06-05,0.004835598712174907,0.0009407193908772538,0.03264202054350424,0.5021677380774405,4.772712206668992,114.51616654454816,12.115848033986135,1.946685293565653e-33,-0.0035576414511446063,-0.005681812794001595,0.05227359538707361,0.40499327253700107,1.3602344321698414,22.397847191573845,-5.566220450086114,2.7042102816332434e-08,0.008393240163319514,0.006622532184878849,3740760698032.4404,-0.9999999999999947,-0.9798749998211862,-7.412147597767207,8.412147597767207,-0.7015672610327848,-0.9999999999999981,-0.005311765032164038,0.8495548513656255,-0.001889880160660401,0.9180377818403412,0.0023584570011029884,0.9712643678160919,0.03610736970675217,0.050756136934313134,0.07406003643560313,0.007893240163319513,0.007393240163319514,0.005893240163319513,0.003393240163319514,4485147136,3.220000028610229,78339443.33333333,245349333.59265327,6690,6690,0,0,0.0,True,False,checked,6,8,1093691,38,76.7865,B
RIOT,raw_ohlc,yfinance,"Riot Platforms, Inc.",Financial Services,2560,2016-04-01,2026-06-05,0.003885575513428049,0.0,0.040617379149692975,0.491796875,0.7333668240574541,7.811869953754275,4.840201470499331,1.3742264052434858e-06,-0.0004739479299832418,-0.0028544206430624053,0.05915316693793079,0.45625,0.6217879064033707,5.193132511970859,-0.4053896090173339,0.6852250362208593,0.004359523443411291,0.0028544206430624053,2583.480033420216,-0.9964660848613979,8.133333115518797,3.5522268468804685,-2.5522268468804685,-0.82783679259933,-0.9998872858281865,-0.003519369033736878,0.6068855084067254,-0.00290098045867217,0.7108829568788501,-0.00017898533130507695,0.7895192724122997,0.033283023885072954,0.05690056380662367,0.09786764667319206,0.003859523443411291,0.003359523443411291,0.0018595234434112908,-0.0006404765565887092,9325209600,24.65999984741211,18014248.333333332,349027403.22275,2561,2561,0,0,0.0,True,True,checked,6,8,1167419,16,48.719,D
RIOT,split_adjusted_ohlc,yfinance,"Riot Platforms, Inc.",Financial Services,2560,2016-04-01,2026-06-05,0.0039335458066515755,0.0,0.04069928875289606,0.498828125,0.738394791632792,7.76338622260765,4.890095885516194,1.0702957247128819e-06,-0.00047394792998324065,-0.0028544206430624053,0.05915316693793079,0.45625,0.6217879064033707,5.193132511970859,-0.4053896090173329,0.6852250362208601,0.004407493736634816,0.0028544206430624053,2897.130427255743,-0.9964660848613978,9.241746990522724,3.42657053667604,-2.42657053667604,-0.8278368015047757,-0.9998872858281865,-0.003519369033736878,0.6088871096877502,-0.00290098045867217,0.7137577002053388,-0.00017898533130507695,0.7916847119965353,0.0331793404993679,0.056723306981502734,0.09756276874723217,0.003907493736634815,0.003407493736634816,0.0019074937366348158,-0.0005925062633651843,9325209600,24.65999984741211,18014248.333333332,349027403.22275,2561,2561,0,0,0.0,True,True,checked,6,8,1167419,16,48.815,D
SMTK,raw_ohlc,yfinance,"SmartKem, Inc.",Technology,504,2024-06-03,2026-06-05,0.0022452744533077535,0.0,0.06175930163938816,0.44841269841269843,6.028766269033616,76.03773127389621,0.8161731937262567,0.4147874269313906,-0.0018985881409733375,-0.006172842799372691,0.09927727334118762,0.39087301587301587,1.1374478572930447,8.087395055645494,-0.42933489829240185,0.6678633583336033,0.004143862594281091,0.006172842799372691,0.38189718583790566,-0.9657124735742089,-0.9526181637228566,-0.10606840329699141,1.1060684032969914,-0.6407779011716015,-0.9728259613611121,0.018514048521628666,0.6266968325791855,0.014524099909830496,0.633245382585752,0.0029335477611933144,0.5335968379446641,0.2197159722002009,0.2885438385114616,0.3848333791270454,0.0036438625942810912,0.0031438625942810912,0.0016438625942810912,-0.0008561374057189089,8765067,0.4090000092983246,5117871.666666667,1946668.3430975676,505,505,0,0,0.0,True,False,checked,19,19,1817760,35,53.2877,C
SMTK,split_adjusted_ohlc,yfinance,"SmartKem, Inc.",Technology,504,2024-06-03,2026-06-05,0.0022452744533077535,0.0,0.06175930163938816,0.44841269841269843,6.028766269033616,76.03773127389621,0.8161731937262567,0.4147874269313906,-0.0018985881409733375,-0.006172842799372691,0.09927727334118762,0.39087301587301587,1.1374478572930447,8.087395055645494,-0.42933489829240185,0.6678633583336033,0.004143862594281091,0.006172842799372691,0.38189718583790566,-0.9657124735742089,-0.9526181637228566,-0.10606840329699141,1.1060684032969914,-0.6407779011716015,-0.9728259613611121,0.018514048521628666,0.6266968325791855,0.014524099909830496,0.633245382585752,0.0029335477611933144,0.5335968379446641,0.2197159722002009,0.2885438385114616,0.3848333791270454,0.0036438625942810912,0.0031438625942810912,0.0016438625942810912,-0.0008561374057189089,8765067,0.4090000092983246,5117871.666666667,1946668.3430975676,505,505,0,0,0.0,True,False,checked,19,19,1817760,35,53.2877,C
SOUN,raw_ohlc,yfinance,"SoundHound AI, Inc.",Technology,1029,2022-04-29,2026-06-05,0.005393065214254387,0.0017574423803066175,0.053073764046624505,0.5092322643343051,8.044976334113265,120.61765800538608,3.2595937015716614,0.0011523135821705232,-0.0014718022721664703,-0.008620681681899223,0.07635200943715229,0.42662779397473277,1.852553432432319,16.066461761247947,-0.6183533032007235,0.5364794479308056,0.006864867486420857,0.01037812406220584,76.81049258715696,-0.9873367552013923,-0.01466668446858499,-294.6996144155842,295.6996144155842,-0.5762384843867376,-0.9858926491637894,0.0016035283713996434,0.7435367114788004,0.002138924963622187,0.8075221238938053,0.006233632744805732,0.7416452442159382,0.16955677377182418,0.22921321520147497,0.2977411350878418,0.0063648674864208565,0.005864867486420857,0.004364867486420856,0.0018648674864208568,3198167552,7.389999866485596,27997995.0,223638139.33342615,1030,1030,0,0,0.0,True,False,checked,8,13,1840856,13,73.7297,B
SOUN,split_adjusted_ohlc,yfinance,"SoundHound AI, Inc.",Technology,1029,2022-04-29,2026-06-05,0.005393065214254387,0.0017574423803066175,0.053073764046624505,0.5092322643343051,8.044976334113265,120.61765800538608,3.2595937015716614,0.0011523135821705232,-0.0014718022721664703,-0.008620681681899223,0.07635200943715229,0.42662779397473277,1.852553432432319,16.066461761247947,-0.6183533032007235,0.5364794479308056,0.006864867486420857,0.01037812406220584,76.81049258715696,-0.9873367552013923,-0.01466668446858499,-294.6996144155842,295.6996144155842,-0.5762384843867376,-0.9858926491637894,0.0016035283713996434,0.7435367114788004,0.002138924963622187,0.8075221238938053,0.006233632744805732,0.7416452442159382,0.16955677377182418,0.22921321520147497,0.2977411350878418,0.0063648674864208565,0.005864867486420857,0.004364867486420856,0.0018648674864208568,3198167552,7.389999866485596,27997995.0,223638139.33342615,1030,1030,0,0,0.0,True,False,checked,8,13,1840856,13,73.7297,B
VVOS,raw_ohlc,yfinance,"Vivos Therapeutics, Inc.",Healthcare,1375,2020-12-14,2026-06-05,0.006966299089481804,0.0,0.08632046862247075,0.47345454545454546,13.799174117158145,260.2328101339931,2.992538015173723,0.0028160460953801296,-0.00553629653759104,-0.011764764455774013,0.09359144697102383,0.3869090909090909,13.219041783424952,339.26831980077134,-2.1934843051901627,0.028439558618630442,0.012502595627072843,0.011764764455774013,563.9519486394892,-0.9999931875253238,-0.9961512791566774,-1.1396986025242573,2.1396986025242573,-0.7994183650249003,-0.9999941326082828,0.02047680501180672,0.7913175932977913,0.01731329217164721,0.9144,0.010229808965395026,0.9483985765124555,0.23780400688967843,0.30162214642722485,0.3762196796017439,0.012002595627072843,0.011502595627072842,0.010002595627072843,0.007502595627072843,12011882,0.8650000095367432,1361988.3333333333,1216729.0788633625,1376,1376,0,0,0.0,True,False,checked,9,14,1716166,26,70.0,B
VVOS,split_adjusted_ohlc,yfinance,"Vivos Therapeutics, Inc.",Healthcare,1375,2020-12-14,2026-06-05,0.006966299089481804,0.0,0.08632046862247075,0.47345454545454546,13.799174117158145,260.2328101339931,2.992538015173723,0.0028160460953801296,-0.00553629653759104,-0.011764764455774013,0.09359144697102383,0.3869090909090909,13.219041783424952,339.26831980077134,-2.1934843051901627,0.028439558618630442,0.012502595627072843,0.011764764455774013,563.9519486394892,-0.9999931875253238,-0.9961512791566774,-1.1396986025242573,2.1396986025242573,-0.7994183650249003,-0.9999941326082828,0.02047680501180672,0.7913175932977913,0.01731329217164721,0.9144,0.010229808965395026,0.9483985765124555,0.23780400688967843,0.30162214642722485,0.3762196796017439,0.012002595627072843,0.011502595627072842,0.010002595627072843,0.007502595627072843,12011882,0.8650000095367432,1361988.3333333333,1216729.0788633625,1376,1376,0,0,0.0,True,False,checked,9,14,1716166,26,70.0,B
WULF,raw_ohlc,yfinance,TeraWulf Inc.,Financial Services,8096,1994-04-06,2026-06-05,0.001151715014550337,0.0,0.034575059311358854,0.2855731225296443,1.2808745311721816,30.79458075675916,2.9972111847687577,0.0027328852134328395,0.0005454834406646395,0.0,0.038644750162647686,0.22764328063241107,0.8794780894715232,14.368350174659163,1.270066078888139,0.20409759836011107,0.0006062315738856976,0.0,93.1696580800801,-0.7897411575218359,18.800003304482154,1.5222980442704248,-0.5222980442704248,-0.9892952782614828,-0.9991083998553474,0.0016471776085081932,0.5454319143639532,-6.155466157172315e-05,0.5523773679588508,0.004261940464576296,0.5887826641172722,0.028401027956449748,0.04467086413590324,0.07366320257038218,0.00010623157388569757,-0.00039376842611430244,-0.0018937684261143024,-0.004393768426114303,11892783104,24.0,30379140.0,616003987.1589104,8097,8097,0,0,0.0,True,True,checked,16,18,1083301,42,0.0,D
WULF,split_adjusted_ohlc,yfinance,TeraWulf Inc.,Financial Services,8096,1994-04-06,2026-06-05,0.0011854788912955517,0.0,0.034567214712338,0.3012598814229249,1.2855662923764155,30.818036632275565,3.0857780667535026,0.0020370554561118287,0.0005454834406646395,0.0,0.038644750162647686,0.22764328063241107,0.8794780894715232,14.368350174659163,1.270066078888139,0.20409759836011107,0.0006399954506309122,0.0,123.09926339749931,-0.7897411575218359,25.092967474351074,1.478104135763637,-0.47810413576363703,-0.9879737081043003,-0.9991083998553474,0.0016471776085081932,0.5454319143639532,-6.155466157172315e-05,0.5523773679588508,0.004261940464576296,0.5887826641172722,0.028357580763691506,0.04460252939382689,0.07355051474258613,0.00013999545063091221,-0.0003600045493690878,-0.0018600045493690877,-0.004360004549369088,11892783104,24.0,30379140.0,616003987.1589104,8097,8097,0,0,0.0,True,True,checked,16,18,1083301,42,0.0,D
