ticker,filing_date,form,accession_number,primary_document,matched_keyword,filing_url,risk_category
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,dilution
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,warrants_convertibles
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,warrants_convertibles
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,compliance,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,delisting_compliance
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,dilution,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,dilution
BBAI,2026-04-15,PRE 14A,0001836981-26-000024,bbai-20260415.htm,offering,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000024/bbai-20260415.htm,dilution
BBAI,2026-04-15,PRE 14A,0001836981-26-000024,bbai-20260415.htm,warrant,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000024/bbai-20260415.htm,warrants_convertibles
BBAI,2026-04-15,PRE 14A,0001836981-26-000024,bbai-20260415.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000024/bbai-20260415.htm,warrants_convertibles
BBAI,2026-04-15,PRE 14A,0001836981-26-000024,bbai-20260415.htm,compliance,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000024/bbai-20260415.htm,delisting_compliance
BCDA,2026-04-15,8-K,0001437749-26-012412,bcda20260414_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/925741/000143774926012412/bcda20260414_8k.htm,delisting_compliance
BCDA,2026-04-15,8-K,0001437749-26-012412,bcda20260414_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/925741/000143774926012412/bcda20260414_8k.htm,delisting_compliance
HIVE,2026-04-15,8-K,0001062993-26-002003,form8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1720424/000106299326002003/form8k.htm,dilution
HIVE,2026-04-15,8-K,0001062993-26-002003,form8k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1720424/000106299326002003/form8k.htm,dilution
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,reverse_split
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,offering,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,dilution
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,other
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,dilution
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,dilution
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,warrants_convertibles
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,going concern,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,going_concern
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,delisting_compliance
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,delisting_compliance
VVOS,2026-04-15,10-K,0001493152-26-016854,form10-k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1716166/000149315226016854/form10-k.htm,dilution
WULF,2026-04-15,8-K,0001104659-26-043402,tm2611661d5_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043402/tm2611661d5_8k.htm,dilution
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,stock split,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,reverse_split
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,dilution
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,dilution
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,dilution
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,warrants_convertibles
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,warrants_convertibles
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,compliance,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,delisting_compliance
WULF,2026-04-15,424B5,0001104659-26-043376,tm2611661-6_424b5.htm,dilution,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043376/tm2611661-6_424b5.htm,dilution
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,reverse split,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,reverse_split
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,offering,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,dilution
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,warrant,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,warrants_convertibles
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,warrants_convertibles
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,delisting,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,delisting_compliance
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,compliance,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,delisting_compliance
DEVS,2026-04-14,424B3,0001140361-26-014573,ef20070530_424b3.htm,dilution,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014573/ef20070530_424b3.htm,dilution
DEVS,2026-04-14,8-K,0001140361-26-014502,ef20070306_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502/ef20070306_8k.htm,dilution
DEVS,2026-04-14,8-K,0001140361-26-014502,ef20070306_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502/ef20070306_8k.htm,warrants_convertibles
DEVS,2026-04-14,8-K,0001140361-26-014502,ef20070306_8k.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502/ef20070306_8k.htm,warrants_convertibles
DEVS,2026-04-14,8-K,0001140361-26-014502,ef20070306_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502/ef20070306_8k.htm,delisting_compliance
DEVS,2026-04-14,8-K,0001140361-26-014502,ef20070306_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502/ef20070306_8k.htm,delisting_compliance
WULF,2026-04-14,8-K,0001104659-26-043279,tm2611661d4_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043279/tm2611661d4_8k.htm,dilution
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,stock split,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,reverse_split
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,dilution
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,dilution
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,dilution
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,warrants_convertibles
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,warrants_convertibles
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,compliance,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,delisting_compliance
WULF,2026-04-14,424B5,0001104659-26-043250,tm2611661-3_424b5.htm,dilution,https://www.sec.gov/Archives/edgar/data/1083301/000110465926043250/tm2611661-3_424b5.htm,dilution
BYND,2026-04-10,DEF 14A,0001193125-26-150400,d143614ddef14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1655210/000119312526150400/d143614ddef14a.htm,dilution
BYND,2026-04-10,DEF 14A,0001193125-26-150400,d143614ddef14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1655210/000119312526150400/d143614ddef14a.htm,other
BYND,2026-04-10,DEF 14A,0001193125-26-150400,d143614ddef14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1655210/000119312526150400/d143614ddef14a.htm,warrants_convertibles
BYND,2026-04-10,DEF 14A,0001193125-26-150400,d143614ddef14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1655210/000119312526150400/d143614ddef14a.htm,delisting_compliance
BYND,2026-04-10,DEF 14A,0001193125-26-150400,d143614ddef14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1655210/000119312526150400/d143614ddef14a.htm,dilution
CXAI,2026-04-10,8-K,0001829126-26-003413,cxapp_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003413/cxapp_8k.htm,dilution
CXAI,2026-04-10,8-K,0001829126-26-003413,cxapp_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003413/cxapp_8k.htm,warrants_convertibles
DEVS,2026-04-10,8-K,0001140361-26-014267,ef20070134_8k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014267/ef20070134_8k.htm,reverse_split
DEVS,2026-04-10,8-K,0001140361-26-014267,ef20070134_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014267/ef20070134_8k.htm,delisting_compliance
DEVS,2026-04-10,8-K,0001140361-26-014267,ef20070134_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014267/ef20070134_8k.htm,delisting_compliance
BYND,2026-04-09,8-K,0001655210-26-000025,bynd-20260406.htm,delisting,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000025/bynd-20260406.htm,delisting_compliance
BYND,2026-04-09,8-K,0001655210-26-000025,bynd-20260406.htm,compliance,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000025/bynd-20260406.htm,delisting_compliance
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,stock split,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,reverse_split
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,offering,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,dilution
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,warrant,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,warrants_convertibles
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,warrants_convertibles
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,Nasdaq deficiency,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,delisting_compliance
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,delisting,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,delisting_compliance
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,compliance,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,delisting_compliance
BYND,2026-04-09,10-K,0001655210-26-000022,bynd-20251231.htm,dilution,https://www.sec.gov/Archives/edgar/data/1655210/000165521026000022/bynd-20251231.htm,dilution
SOUN,2026-04-09,DEF 14A,0001213900-26-041978,ea0285618-01.htm,offering,https://www.sec.gov/Archives/edgar/data/1840856/000121390026041978/ea0285618-01.htm,dilution
SOUN,2026-04-09,DEF 14A,0001213900-26-041978,ea0285618-01.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1840856/000121390026041978/ea0285618-01.htm,other
SOUN,2026-04-09,DEF 14A,0001213900-26-041978,ea0285618-01.htm,warrant,https://www.sec.gov/Archives/edgar/data/1840856/000121390026041978/ea0285618-01.htm,warrants_convertibles
SOUN,2026-04-09,DEF 14A,0001213900-26-041978,ea0285618-01.htm,compliance,https://www.sec.gov/Archives/edgar/data/1840856/000121390026041978/ea0285618-01.htm,delisting_compliance
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,reverse_split
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,dilution
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,other
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,warrants_convertibles
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,going_concern
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,delisting_compliance
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,delisting_compliance
SMTK,2026-04-08,10-K,0001104659-26-040562,smtk-20251231x10k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926040562/smtk-20251231x10k.htm,dilution
MVIS,2026-04-07,8-K,0001493152-26-015455,form8-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/65770/000149315226015455/form8-k.htm,warrants_convertibles
VVOS,2026-04-03,8-K,0001493152-26-015132,form8-k.htm,offering,https://www.sec.gov/Archives/edgar/data/1716166/000149315226015132/form8-k.htm,dilution
VVOS,2026-04-03,8-K,0001493152-26-015132,form8-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1716166/000149315226015132/form8-k.htm,warrants_convertibles
VVOS,2026-04-03,8-K,0001493152-26-015132,form8-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1716166/000149315226015132/form8-k.htm,delisting_compliance
VVOS,2026-04-03,8-K,0001493152-26-015132,form8-k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1716166/000149315226015132/form8-k.htm,dilution
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,reverse_split
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,offering,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,dilution
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,dilution
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,warrants_convertibles
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,going concern,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,going_concern
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,delisting_compliance
KULR,2026-03-31,10-K,0001104659-26-037918,tmb-20251231x10k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1662684/000110465926037918/tmb-20251231x10k.htm,dilution
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,reverse_split
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,dilution
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,warrants_convertibles
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,delisting_compliance
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,delisting_compliance
SMTK,2026-03-31,8-K,0001104659-26-037405,tm2610643d1_8k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926037405/tm2610643d1_8k.htm,dilution
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,offering,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,dilution
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,dilution
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,warrants_convertibles
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,warrants_convertibles
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,going concern,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,going_concern
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,delisting_compliance
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,delisting_compliance
CXAI,2026-03-30,10-K,0001829126-26-002840,cxappinc_10k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002840/cxappinc_10k.htm,dilution
CXAI,2026-03-26,8-K,0001829126-26-002748,cxapp_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002748/cxapp_8k.htm,dilution
CXAI,2026-03-26,8-K,0001829126-26-002748,cxapp_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1820875/000182912626002748/cxapp_8k.htm,warrants_convertibles
SMTK,2026-03-26,8-K,0001104659-26-035240,tm269537d1_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926035240/tm269537d1_8k.htm,dilution
SMTK,2026-03-26,8-K,0001104659-26-035240,tm269537d1_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926035240/tm269537d1_8k.htm,warrants_convertibles
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,stock split,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,reverse_split
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,offering,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,dilution
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,dilution
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,dilution
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,warrant,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,warrants_convertibles
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,going concern,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,going_concern
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,delisting,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,delisting_compliance
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,compliance,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,delisting_compliance
BCDA,2026-03-24,10-K,0001437749-26-009587,bcda20251231_10k.htm,dilution,https://www.sec.gov/Archives/edgar/data/925741/000143774926009587/bcda20251231_10k.htm,dilution
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,reverse_split
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,dilution
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,other
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,dilution
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,warrants_convertibles
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,going_concern
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,delisting,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,delisting_compliance
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,delisting_compliance
SMTK,2026-03-23,424B5,0001104659-26-033047,tm269507d1_424b5.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926033047/tm269507d1_424b5.htm,dilution
DEVS,2026-03-19,8-K,0001140361-26-010324,ef20068315_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1854480/000114036126010324/ef20068315_8k.htm,warrants_convertibles
DEVS,2026-03-19,8-K,0001140361-26-010324,ef20068315_8k.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1854480/000114036126010324/ef20068315_8k.htm,warrants_convertibles
DEVS,2026-03-19,8-K,0001140361-26-010324,ef20068315_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1854480/000114036126010324/ef20068315_8k.htm,delisting_compliance
DEVS,2026-03-19,8-K,0001140361-26-010324,ef20068315_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1854480/000114036126010324/ef20068315_8k.htm,delisting_compliance
SMTK,2026-03-19,8-K,0001104659-26-032112,tm269203d1_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926032112/tm269203d1_8k.htm,dilution
SMTK,2026-03-19,8-K,0001104659-26-032112,tm269203d1_8k.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1817760/000110465926032112/tm269203d1_8k.htm,other
SMTK,2026-03-19,8-K,0001104659-26-032112,tm269203d1_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926032112/tm269203d1_8k.htm,warrants_convertibles
SMTK,2026-03-19,8-K,0001104659-26-032112,tm269203d1_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926032112/tm269203d1_8k.htm,delisting_compliance
LASE,2026-03-18,8-K,0001493152-26-010669,form8-k.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226010669/form8-k.htm,dilution
LASE,2026-03-18,8-K,0001493152-26-010669,form8-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226010669/form8-k.htm,warrants_convertibles
LASE,2026-03-18,8-K,0001493152-26-010669,form8-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226010669/form8-k.htm,delisting_compliance
SOUN,2026-03-18,8-K,0001213900-26-030707,ea0282324-8k_sound.htm,warrant,https://www.sec.gov/Archives/edgar/data/1840856/000121390026030707/ea0282324-8k_sound.htm,warrants_convertibles
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,stock split,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,reverse_split
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,dilution
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,other
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,dilution
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,warrants_convertibles
LAES,2026-03-17,424B5,0001104659-26-029206,tm268871-1_424b5.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1951222/000110465926029206/tm268871-1_424b5.htm,warrants_convertibles
