ticker,filing_date,form,accession_number,primary_document,matched_keyword,filing_url,risk_category
OPEN,2026-05-07,10-Q,0001801169-26-000014,open-20260331.htm,compliance,https://www.sec.gov/Archives/edgar/data/1801169/000180116926000014/open-20260331.htm,delisting_compliance
OPEN,2026-05-07,8-K,0001801169-26-000013,open-20260507.htm,warrant,https://www.sec.gov/Archives/edgar/data/1801169/000180116926000013/open-20260507.htm,warrants_convertibles
SOUN,2026-05-07,8-K,0001840856-26-000012,soun-20260507.htm,warrant,https://www.sec.gov/Archives/edgar/data/1840856/000184085626000012/soun-20260507.htm,warrants_convertibles
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,stock split,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,reverse_split
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,offering,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,dilution
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,other
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,dilution
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,dilution
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,warrant,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,warrants_convertibles
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,warrants_convertibles
BBAI,2026-05-05,10-Q,0001836981-26-000049,bbai-20260331.htm,compliance,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000049/bbai-20260331.htm,delisting_compliance
BBAI,2026-05-05,8-K,0001836981-26-000047,bbai-20260505.htm,warrant,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000047/bbai-20260505.htm,warrants_convertibles
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,reverse split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,reverse_split
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,stock split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,reverse_split
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,dilution
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,warrants_convertibles
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,warrants_convertibles
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,delisting_compliance
LASE,2026-05-05,424B3,0001493152-26-021326,form424b3.htm,dilution,https://www.sec.gov/Archives/edgar/data/1807887/000149315226021326/form424b3.htm,dilution
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,reverse split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,reverse_split
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,reverse_split
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,dilution
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,other
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,warrants_convertibles
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,going_concern
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,delisting,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,delisting_compliance
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,delisting_compliance
SMTK,2026-05-05,PRE 14A,0001104659-26-055518,tm261615-1_pre14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926055518/tm261615-1_pre14a.htm,dilution
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,dilution
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,warrant,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,warrants_convertibles
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,convertible note,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,warrants_convertibles
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,going concern,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,going_concern
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,compliance,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,delisting_compliance
MVIS,2026-05-04,424B5,0001493152-26-021158,form424b5.htm,dilution,https://www.sec.gov/Archives/edgar/data/65770/000149315226021158/form424b5.htm,dilution
DEVS,2026-05-01,8-K,0001140361-26-018610,ef20071946_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1854480/000114036126018610/ef20071946_8k.htm,dilution
DEVS,2026-05-01,8-K,0001140361-26-018610,ef20071946_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1854480/000114036126018610/ef20071946_8k.htm,warrants_convertibles
DEVS,2026-05-01,8-K,0001140361-26-018610,ef20071946_8k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1854480/000114036126018610/ef20071946_8k.htm,dilution
LASE,2026-04-30,PRE 14A,0001493152-26-019830,formpre14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019830/formpre14a.htm,dilution
LASE,2026-04-30,PRE 14A,0001493152-26-019830,formpre14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019830/formpre14a.htm,other
LASE,2026-04-30,PRE 14A,0001493152-26-019830,formpre14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019830/formpre14a.htm,warrants_convertibles
LASE,2026-04-30,PRE 14A,0001493152-26-019830,formpre14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019830/formpre14a.htm,delisting_compliance
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,stock split,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,reverse_split
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,dilution
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,other
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,warrants_convertibles
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,warrants_convertibles
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,delisting_compliance
PLUG,2026-04-30,DEF 14A,0001104659-26-052851,tm263044-1_def14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1093691/000110465926052851/tm263044-1_def14a.htm,dilution
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,offering,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,dilution
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,dilution
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,ATM offering,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,dilution
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,warrant,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,warrants_convertibles
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,warrants_convertibles
RIOT,2026-04-30,10-Q,0001104659-26-053120,riot-20260331x10q.htm,dilution,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053120/riot-20260331x10q.htm,dilution
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,stock split,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,reverse_split
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,dilution
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,other
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,warrants_convertibles
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,warrants_convertibles
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,delisting_compliance
RIOT,2026-04-30,DEF 14A,0001104659-26-053098,riot-20260609xdef14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1167419/000110465926053098/riot-20260609xdef14a.htm,dilution
LASE,2026-04-29,8-K,0001493152-26-019496,form8-k.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019496/form8-k.htm,dilution
LASE,2026-04-29,8-K,0001493152-26-019496,form8-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019496/form8-k.htm,warrants_convertibles
LASE,2026-04-29,8-K,0001493152-26-019496,form8-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226019496/form8-k.htm,delisting_compliance
SMTK,2026-04-29,8-K,0001104659-26-051601,tm2613090d1_8k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926051601/tm2613090d1_8k.htm,reverse_split
BBAI,2026-04-28,DEF 14A,0001836981-26-000028,bbai-20260428.htm,offering,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000028/bbai-20260428.htm,dilution
BBAI,2026-04-28,DEF 14A,0001836981-26-000028,bbai-20260428.htm,warrant,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000028/bbai-20260428.htm,warrants_convertibles
BBAI,2026-04-28,DEF 14A,0001836981-26-000028,bbai-20260428.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000028/bbai-20260428.htm,warrants_convertibles
BBAI,2026-04-28,DEF 14A,0001836981-26-000028,bbai-20260428.htm,compliance,https://www.sec.gov/Archives/edgar/data/1836981/000183698126000028/bbai-20260428.htm,delisting_compliance
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,stock split,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,reverse_split
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,dilution
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,warrants_convertibles
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,warrants_convertibles
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,delisting_compliance
OPEN,2026-04-28,DEF 14A,0001140361-26-017460,ny20064714x1_def14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1801169/000114036126017460/ny20064714x1_def14a.htm,dilution
WULF,2026-04-28,DEF 14A,0001083301-26-000077,wulf-20260428.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000077/wulf-20260428.htm,dilution
WULF,2026-04-28,DEF 14A,0001083301-26-000077,wulf-20260428.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000077/wulf-20260428.htm,other
WULF,2026-04-28,DEF 14A,0001083301-26-000077,wulf-20260428.htm,warrant,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000077/wulf-20260428.htm,warrants_convertibles
WULF,2026-04-28,DEF 14A,0001083301-26-000077,wulf-20260428.htm,compliance,https://www.sec.gov/Archives/edgar/data/1083301/000108330126000077/wulf-20260428.htm,delisting_compliance
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,stock split,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,reverse_split
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,offering,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,dilution
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,registered direct,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,other
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,warrant,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,warrants_convertibles
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,going concern,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,going_concern
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,compliance,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,delisting_compliance
CXAI,2026-04-27,PRE 14A,0001829126-26-003985,cxappinc_pre14a.htm,dilution,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/cxappinc_pre14a.htm,dilution
RIOT,2026-04-27,8-K,0001104659-26-049432,riot-20260421x8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1167419/000110465926049432/riot-20260421x8k.htm,warrants_convertibles
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,reverse_split
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,dilution
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,warrants_convertibles
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,going_concern
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,delisting_compliance
SMTK,2026-04-27,424B3,0001104659-26-049463,tm2612741d2_424b3.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/tm2612741d2_424b3.htm,dilution
SMTK,2026-04-27,424B3,0001104659-26-049460,tm2612741d1_424b3.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/tm2612741d1_424b3.htm,dilution
SMTK,2026-04-27,424B3,0001104659-26-049460,tm2612741d1_424b3.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/tm2612741d1_424b3.htm,warrants_convertibles
SMTK,2026-04-27,424B3,0001104659-26-049460,tm2612741d1_424b3.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/tm2612741d1_424b3.htm,going_concern
SMTK,2026-04-27,424B3,0001104659-26-049460,tm2612741d1_424b3.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/tm2612741d1_424b3.htm,delisting_compliance
SMTK,2026-04-27,424B3,0001104659-26-049460,tm2612741d1_424b3.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/tm2612741d1_424b3.htm,dilution
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,reverse split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,reverse_split
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,stock split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,reverse_split
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,dilution
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,warrants_convertibles
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,warrants_convertibles
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,delisting_compliance
LASE,2026-04-24,S-1,0001493152-26-018979,forms-1.htm,dilution,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/forms-1.htm,dilution
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,offering,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,dilution
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,warrant,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,warrants_convertibles
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,convertible note,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,warrants_convertibles
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,going concern,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,going_concern
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,compliance,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,delisting_compliance
MVIS,2026-04-24,S-3,0001493152-26-018973,forms-3.htm,dilution,https://www.sec.gov/Archives/edgar/data/65770/000149315226018973/forms-3.htm,dilution
SMTK,2026-04-23,8-K,0001104659-26-047274,tm2612408d2_8k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1817760/000110465926047274/tm2612408d2_8k.htm,delisting_compliance
SMTK,2026-04-23,8-K,0001104659-26-047274,tm2612408d2_8k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926047274/tm2612408d2_8k.htm,delisting_compliance
BBAI,2026-04-22,8-K,0001140361-26-016118,ef20071146_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1836981/000114036126016118/ef20071146_8k.htm,warrants_convertibles
HIVE,2026-04-22,8-K,0001062993-26-002077,form8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1720424/000106299326002077/form8k.htm,dilution
HIVE,2026-04-22,8-K,0001062993-26-002077,form8k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1720424/000106299326002077/form8k.htm,dilution
VVOS,2026-04-22,8-K,0001493152-26-018562,form8-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1716166/000149315226018562/form8-k.htm,warrants_convertibles
VVOS,2026-04-22,8-K,0001493152-26-018562,form8-k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1716166/000149315226018562/form8-k.htm,delisting_compliance
VVOS,2026-04-22,8-K,0001493152-26-018562,form8-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1716166/000149315226018562/form8-k.htm,delisting_compliance
LASE,2026-04-21,8-K,0001493152-26-018345,form8-k.htm,delisting,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018345/form8-k.htm,delisting_compliance
LASE,2026-04-21,8-K,0001493152-26-018345,form8-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018345/form8-k.htm,delisting_compliance
SOUN,2026-04-21,8-K,0001213900-26-045987,ea0287117-8k425_sound.htm,offering,https://www.sec.gov/Archives/edgar/data/1840856/000121390026045987/ea0287117-8k425_sound.htm,dilution
SOUN,2026-04-21,8-K,0001213900-26-045987,ea0287117-8k425_sound.htm,warrant,https://www.sec.gov/Archives/edgar/data/1840856/000121390026045987/ea0287117-8k425_sound.htm,warrants_convertibles
SOUN,2026-04-21,8-K,0001213900-26-045987,ea0287117-8k425_sound.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1840856/000121390026045987/ea0287117-8k425_sound.htm,warrants_convertibles
SOUN,2026-04-21,8-K,0001213900-26-045987,ea0287117-8k425_sound.htm,compliance,https://www.sec.gov/Archives/edgar/data/1840856/000121390026045987/ea0287117-8k425_sound.htm,delisting_compliance
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,reverse split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,reverse_split
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,stock split,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,reverse_split
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,offering,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,dilution
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,dilution
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,warrants_convertibles
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,convertible note,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,warrants_convertibles
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,going concern,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,going_concern
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,compliance,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,delisting_compliance
LASE,2026-04-20,10-K,0001493152-26-018110,form10-k.htm,dilution,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018110/form10-k.htm,dilution
CXAI,2026-04-17,8-K,0001829126-26-003618,cxapp_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003618/cxapp_8k.htm,dilution
CXAI,2026-04-17,8-K,0001829126-26-003618,cxapp_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003618/cxapp_8k.htm,warrants_convertibles
SMTK,2026-04-17,S-1,0001104659-26-044933,tm2611840d1_s1.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044933/tm2611840d1_s1.htm,dilution
SMTK,2026-04-17,S-1,0001104659-26-044933,tm2611840d1_s1.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044933/tm2611840d1_s1.htm,warrants_convertibles
SMTK,2026-04-17,S-1,0001104659-26-044933,tm2611840d1_s1.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044933/tm2611840d1_s1.htm,going_concern
SMTK,2026-04-17,S-1,0001104659-26-044933,tm2611840d1_s1.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044933/tm2611840d1_s1.htm,delisting_compliance
SMTK,2026-04-17,S-1,0001104659-26-044933,tm2611840d1_s1.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044933/tm2611840d1_s1.htm,dilution
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,stock split,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,reverse_split
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,offering,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,dilution
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,warrant,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,warrants_convertibles
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,going concern,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,going_concern
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,compliance,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,delisting_compliance
SMTK,2026-04-17,S-3,0001104659-26-044939,tm2611840d2_s3.htm,dilution,https://www.sec.gov/Archives/edgar/data/1817760/000110465926044939/tm2611840d2_s3.htm,dilution
WULF,2026-04-16,8-K,0001104659-26-044387,tm2611661d9_8k.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044387/tm2611661d9_8k.htm,dilution
WULF,2026-04-16,8-K,0001104659-26-044387,tm2611661d9_8k.htm,warrant,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044387/tm2611661d9_8k.htm,warrants_convertibles
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,stock split,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,reverse_split
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,offering,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,dilution
WULF,2026-04-16,424B5,0001104659-26-044031,tm2611661-8_424b5.htm,at-the-market,https://www.sec.gov/Archives/edgar/data/1083301/000110465926044031/tm2611661-8_424b5.htm,dilution
